Object,area,centroid-0,centroid-1,axis_major_length,axis_minor_length,eccentricity
1,16,0.875,66.5,6.324555320336759,3.122498999199199,0.8696263565463043
2,26,1.1153846153846154,97.96153846153847,8.772690719215097,4.04248348084767,0.8875023722723249
3,23,1.2173913043478262,194.6086956521739,7.250000475501433,4.400213487832077,0.7947583789303209
4,30,1.6,214.0,8.035509483798583,4.8515207927462995,0.7971659952265747
5,10,0.8,242.5,4.09878030638384,2.9933259094191533,0.6831300510639732
6,24,1.2916666666666667,263.2083333333333,7.327189940229072,4.194051186810153,0.8199776167656269
7,32,1.625,437.84375,8.314185178268936,5.072839423976789,0.7922915379364144
8,18,1.1111111111111112,540.5,6.0,3.9752319599996264,0.7490277191169142
9,36,2.0833333333333335,136.86111111111111,8.51814265884364,5.407745813126821,0.7726351262725775
10,34,1.5588235294117647,172.64705882352942,9.5222880291516,4.824685252252394,0.8621383743121084
11,35,1.8857142857142857,180.02857142857144,8.263830095589972,5.539591260634209,0.7420524151956697
12,33,1.393939393939394,321.3333333333333,9.761412773943215,4.330942304440612,0.8961853475421312
13,55,2.018181818181818,414.94545454545454,14.811655713047323,5.275859147939449,0.9344110930008378
14,14,1.2857142857142858,533.5,4.20883424647321,4.120630029101703,0.2036532699906393
15,21,1.619047619047619,577.0,5.520524474738834,4.856209060564557,0.4755948656056709
16,41,2.1707317073170733,7.7560975609756095,9.975245518482875,5.670047982809969,0.8227441542270559
17,38,2.263157894736842,46.86842105263158,7.655955930655194,6.3743922207523,0.5538662467124241
18,37,2.4054054054054053,143.8918918918919,7.627560086230786,6.166903571942393,0.5884923506381449
19,20,1.6,206.95,5.312338211299225,4.93751584592598,0.368965596151518
20,25,1.92,444.44,6.229132290364385,5.01975207646152,0.5921184607712484
21,75,3.96,588.0533333333333,12.109671849803805,8.122688588902784,0.7416740911856724
22,21,2.1904761904761907,61.666666666666664,5.998157523953279,4.674858913841992,0.626548436076908
23,60,2.683333333333333,74.13333333333334,11.184801232058774,6.866197335045136,0.7893943824038321
24,85,2.235294117647059,333.1764705882353,17.150259861898803,6.450884853186116,0.9265631709315649
25,42,2.8095238095238093,14.928571428571429,7.481288665623518,7.100408962162514,0.3150079736229225
26,34,2.5,32.5,7.029350233548073,6.135719910778963,0.48795003647426666
27,19,2.789473684210526,375.0,5.191085476184401,4.602781286121147,0.46240219449488373
28,66,2.893939393939394,395.7121212121212,11.978855760656549,7.133010147579861,0.8033799634324612
29,58,3.413793103448276,25.82758620689655,9.36021986378884,8.115461742730835,0.4982800460536432
30,53,3.30188679245283,39.509433962264154,8.929872936489623,7.658121948643834,0.5143428522375447
31,75,3.72,54.89333333333333,10.405763683625622,9.337574866246609,0.4413268507212342
32,62,3.693548387096774,201.53225806451613,10.002510066168105,8.04693247398846,0.5939644134817208
33,47,3.3617021276595747,426.9574468085106,9.093750529071528,6.800389977795026,0.6639137404262913
34,22,3.5454545454545454,450.22727272727275,5.49379815626841,5.381326758890452,0.20131005767452317
35,81,3.382716049382716,87.29629629629629,12.590232511476113,8.543833767797972,0.7345005419437143
36,70,3.757142857142857,187.9142857142857,9.961941668720577,9.02290304799395,0.42383933283583947
37,104,4.096153846153846,272.1730769230769,13.051950565157838,10.217826720706324,0.6222001408928963
38,91,3.8461538461538463,457.74725274725273,11.645912341852839,10.370311340172758,0.4550460233382431
39,81,5.111111111111111,110.30864197530865,12.935040613580258,8.003090360052141,0.7856163315927505
40,27,4.62962962962963,228.59259259259258,6.391209163243338,5.437023503829488,0.5256459724431619
41,43,4.767441860465116,234.67441860465115,8.620068327959945,6.438836764856762,0.664870213054146
42,92,5.413043478260869,383.5326086956522,12.106214845362336,9.925671624781607,0.5725320657603229
43,28,4.5,536.7857142857143,6.000000000000001,5.8901508937395155,0.1904761904761907
44,36,5.25,94.72222222222223,8.055971194794703,6.252118235416351,0.6306283417305211
45,34,5.470588235294118,210.23529411764707,6.924623842467041,6.3131460472603855,0.41086729469116007
46,20,5.1,403.3,5.4478633986980824,4.639049944668172,0.5242966935960685
47,26,5.576923076923077,506.03846153846155,6.672873004524408,5.020017581281662,0.6588180918833456
48,51,5.862745098039215,3.784313725490196,9.435510574612806,6.9708001857067785,0.6739427549235253
49,9,6.111111111111111,250.33333333333334,3.885753375057407,2.7954428906961324,0.6945875203623408
50,52,6.5576923076923075,368.53846153846155,11.233390226210245,6.167796466847247,0.8357834490970556
51,73,5.917808219178082,432.90410958904107,11.855038491060181,8.382800735445745,0.7071048725254625
52,18,5.666666666666667,440.1666666666667,5.661327482875315,4.048927706947247,0.6989295601575878
53,60,7.3,593.3833333333333,12.895160355102021,6.048999501716019,0.8831500080391038
54,36,6.833333333333333,140.02777777777777,9.404095902342608,5.206360546109555,0.8327648201382121
55,103,6.310679611650485,165.6601941747573,13.96432214730313,9.812516573101812,0.7115013044816305
56,72,6.680555555555555,492.625,10.713187263635863,8.615903405550489,0.5943135368798005
57,43,6.6976744186046515,568.4883720930233,8.464818720742239,6.491385255265087,0.6418067380411783
58,65,7.3076923076923075,19.26153846153846,10.708314342359227,8.457113761561498,0.6134020837907509
59,14,7.285714285714286,99.5,4.20883424647321,4.120630029101703,0.2036532699906393
60,7,7.714285714285714,136.14285714285714,3.582070095417669,2.4713456540351713,0.7238845965239823
61,56,7.321428571428571,217.875,9.222482985593999,7.757938095834263,0.5407265684804523
62,129,6.837209302325581,351.5348837209302,15.02334443520697,11.280557958477978,0.6604515955303033
63,66,7.257575757575758,415.92424242424244,10.475363946726201,8.069287359167637,0.6376684631340995
64,26,6.961538461538462,580.1153846153846,6.6861559207561685,4.897112367087527,0.6808469783200084
65,52,7.1923076923076925,63.5,9.337188097343173,7.183997344314445,0.638771819511854
66,19,7.368421052631579,76.63157894736842,5.739747602691579,4.27676916855565,0.6669365644452532
67,46,7.543478260869565,195.67391304347825,8.42821143628163,7.059913500843746,0.5462033197221797
68,44,7.568181818181818,445.9318181818182,8.000080680678426,7.073313718044428,0.4671931175261576
69,54,8.037037037037036,500.75925925925924,9.463593271977446,7.252742098810366,0.6423832749214508
70,35,8.457142857142857,44.02857142857143,7.268733841918967,6.125606856120469,0.5383306940084531
71,62,8.370967741935484,181.0,10.062808649950625,7.936600149232495,0.6147702331265419
72,38,9.526315789473685,573.6315789473684,9.444825664825187,5.2094873515316875,0.8341282680189919
73,76,9.539473684210526,84.35526315789474,13.041465061555769,7.655893796536327,0.8095561403162244
74,37,8.756756756756756,147.2972972972973,8.26937836318309,5.8228157107492,0.7100592923000412
75,22,9.090909090909092,231.0909090909091,5.502816709244202,4.972652484064489,0.4282593998234223
76,95,8.810526315789474,243.07368421052632,11.673804380186692,10.413956536260242,0.4518793375530545
77,29,8.96551724137931,451.6551724137931,6.565996096881471,5.819168753546623,0.46319128625568423
78,37,9.432432432432432,37.0,7.399573295426367,6.3913179159150495,0.5039352798754971
79,58,9.948275862068966,69.89655172413794,10.324732762232152,7.5347242397758025,0.6836881784920168
80,49,10.489795918367347,29.918367346938776,9.294320152719283,6.84203530643414,0.6768159037656526
81,31,10.258064516129032,125.38709677419355,6.741070998980903,5.8030636421439965,0.5088556188536627
82,24,10.541666666666666,208.66666666666666,5.988509071450705,5.259803882173783,0.4780803731893392
83,26,10.538461538461538,561.6538461538462,5.791240069144219,5.7563959796522175,0.1095316261852798
84,68,11.352941176470589,11.279411764705882,10.982440136497605,7.979549227874992,0.6870888203834831
85,74,11.135135135135135,51.810810810810814,11.422238428377206,8.403186917258482,0.6773221791259628
86,43,10.162790697674419,224.37209302325581,9.214560169655963,5.967864535173757,0.7619329343733844
87,27,11.444444444444445,2.3333333333333335,6.2574202615069225,5.58262297895923,0.4517186095293182
88,44,11.25,408.84090909090907,8.074801755061767,7.002069806502152,0.49804588525224036
89,60,11.633333333333333,437.95,12.266866341903947,6.292816992843476,0.8583927691881374
90,21,11.0,539.0,5.0896720822428145,5.0896720822428145,0.0
91,71,10.746478873239436,174.07042253521126,11.916719077847091,8.055066088915888,0.7369505782613064
92,70,12.257142857142858,189.88571428571427,10.132037422786746,8.910059741776394,0.47609348676217367
93,48,11.75,201.41666666666666,8.413752637591928,7.489836810125022,0.45558985185831785
94,90,12.055555555555555,459.6666666666667,15.796261574138759,7.43758203008389,0.8822162476688109
95,3,13.333333333333334,66.66666666666667,2.3094010767585034,1.3333333333333333,0.816496580927726
96,25,11.96,213.8,6.401276526172971,4.991799158166011,0.6260124292977054
97,41,12.853658536585366,76.3170731707317,7.7719282806170495,6.705444389410853,0.5055839081977817
98,51,13.07843137254902,164.33333333333334,11.819294778445414,5.759615223124903,0.87323118393326
99,19,13.210526315789474,466.89473684210526,5.362342152094528,4.750724825420003,0.46379579897694867
100,22,13.5,18.272727272727273,6.402478858785095,4.306443375391641,0.7399869222907188
101,43,13.581395348837209,144.1627906976744,9.787797741965317,5.941119937699993,0.7947075502697447
102,40,13.05,386.175,7.301071620369641,6.940054264502045,0.3105629150754241
103,43,12.953488372093023,428.8139534883721,7.701326958080371,7.140368186491897,0.37466373943167847
104,45,13.28888888888889,566.8222222222222,8.104452629250138,7.182476664565686,0.4632295331489861
105,16,14.0,583.5,4.898979485566356,4.0,0.5773502691896258
106,42,14.0,42.904761904761905,8.51292446065492,6.3959989004407545,0.6599289108319503
107,22,13.909090909090908,304.09090909090907,5.502816709244202,4.972652484064489,0.4282593998234223
108,24,13.916666666666666,451.0833333333333,5.773502691896257,5.270462766947299,0.40824829046386285
109,58,14.672413793103448,138.17241379310346,9.195330559082326,8.313563438785133,0.42730597040327634
110,20,14.3,576.8,5.428370313213267,4.780459783600831,0.4737792545257989
111,27,14.25925925925926,593.5925925925926,6.025659376849024,5.679488253754415,0.33406370115253947
112,37,14.91891891891892,150.1891891891892,7.596954829019772,6.27201243615775,0.5642622748698766
113,37,15.324324324324325,179.83783783783784,9.541042359028648,4.9483741752088735,0.8549922130294313
114,40,15.325,219.6,9.439460043398299,5.64327866484431,0.8016160950827257
115,68,15.573529411764707,558.6911764705883,11.226342858932314,8.022267090186823,0.6995403551185593
116,40,15.6,27.375,8.50689039392122,5.934881281526271,0.7164331147968793
117,76,15.986842105263158,442.8157894736842,12.72672150810262,7.719463481479906,0.7950411138011722
118,58,16.46551724137931,36.58620689655172,11.123751991770012,6.927212971796606,0.782428293928432
119,84,16.952380952380953,93.53571428571429,10.986975330346382,9.787804264460183,0.4542873394938379
120,46,16.782608695652176,197.58695652173913,9.51844901360497,6.365689414457659,0.7434659311155416
121,75,16.186666666666667,235.78666666666666,11.38161653922385,8.450628146189917,0.6698676975763885
122,96,15.854166666666666,495.0833333333333,13.548040736645975,9.363005392285054,0.7227623663416362
123,35,17.257142857142856,463.48571428571427,7.3005820437766165,6.227610655391655,0.5218629622947412
124,61,16.885245901639344,487.21311475409834,10.20672395024349,7.686489776934711,0.6579278247086892
125,9,17.0,128.0,3.265986323710904,3.265986323710904,0.0
126,102,17.49019607843137,208.0,13.486535731412653,10.174653841834726,0.6563799407591449
127,140,17.992857142857144,514.3214285714286,15.540983501071914,12.486379321248593,0.5953743073694393
128,73,18.013698630136986,57.35616438356164,10.327376301378324,8.970135569313799,0.4955518467482644
129,49,17.714285714285715,71.04081632653062,8.443978002855948,7.4846188081031775,0.46294808034119544
130,35,18.285714285714285,319.85714285714283,6.7857955994393215,6.5796469200736,0.24461392484068153
131,54,18.537037037037038,410.3333333333333,9.437648206327255,7.519207277993997,0.6043424352710077
132,65,17.83076923076923,503.16923076923075,9.96461374144579,8.432858364915461,0.532737556583419
133,34,18.38235294117647,552.1470588235294,6.871503795562984,6.2856248047572345,0.4040477860985623
134,49,17.632653061224488,571.795918367347,8.70987035877033,7.160436622682875,0.5693344674305499
135,100,18.69,83.32,12.6563344459539,10.1666709591764,0.5955919222150914
136,80,18.775,169.525,12.565982780525582,8.560144669311063,0.7320827681861404
137,90,18.033333333333335,352.7,13.892914357029014,8.349067652633863,0.7992800819628588
138,53,18.037735849056602,159.0,10.995117887712656,6.762108262990105,0.7885192509942168
139,56,18.892857142857142,184.66071428571428,9.430270634499118,7.758050186669271,0.5685116044566599
140,22,18.954545454545453,458.0,5.831713695738412,4.986697146287137,0.5184634530575243
141,52,19.28846153846154,474.71153846153845,8.215298184506453,8.038369524685004,0.20641984661685955
142,38,19.236842105263158,522.2894736842105,7.969922532434896,6.081031967144663,0.6464012868035842
143,41,19.4390243902439,586.6341463414634,9.260593087016371,5.921548372631211,0.7688450677821661
144,104,20.03846153846154,7.403846153846154,12.122728357813283,10.979989399896578,0.423842672351653
145,68,19.941176470588236,17.808823529411764,9.935652110906101,8.741131769118663,0.47539153580072296
146,18,20.333333333333332,138.27777777777777,5.817261686517129,3.9486156100603145,0.7343457023310704
147,23,20.782608695652176,117.1304347826087,5.873113002539891,4.929936635332647,0.5435021718802291
148,50,20.22,192.76,9.418715943213023,6.98511202351579,0.6708197675505941
149,32,20.125,243.125,8.70902831414201,4.863417093307211,0.8295489871332301
150,51,21.313725490196077,26.725490196078432,9.599434351534857,6.937522224081093,0.6911606549631925
151,38,20.894736842105264,153.78947368421052,7.393983130181436,6.49051595823555,0.4790080821576625
152,24,20.916666666666668,273.5,5.773502691896258,5.280993172584953,0.40414518843273817
153,27,21.296296296296298,527.3333333333334,6.648568107435721,5.166059861625923,0.6294778635518217
154,59,21.694915254237287,219.67796610169492,10.35956967486899,7.3211059425219105,0.7075135161942765
155,42,21.357142857142858,295.5952380952381,8.405871851110266,6.302920430328845,0.6616378820958643
156,6,20.833333333333332,467.8333333333333,3.126943839882286,2.309401076758503,0.6741998624632421
157,38,21.657894736842106,563.0526315789474,7.6556273649589865,6.332933845330642,0.5618693610729875
158,14,21.285714285714285,595.8571428571429,4.886449919442066,3.6533678956139886,0.6640898370553369
159,41,22.097560975609756,178.17073170731706,7.393425137169195,7.213574603085565,0.2192253120567233
160,32,21.9375,231.71875,7.028571102813601,5.896699352408397,0.5441910406064147
161,21,22.428571428571427,262.0952380952381,5.425630528451305,4.962004663927373,0.40447525410921586
162,36,22.61111111111111,267.97222222222223,7.271777820377492,6.273421333873609,0.5057022876709696
163,25,22.68,485.92,7.590326539571496,4.176858032382307,0.8349755780293057
164,57,22.912280701754387,35.87719298245614,9.661317968457471,7.495949048184796,0.6308899787318957
165,75,22.36,359.97333333333336,11.047862569602078,8.921495849841602,0.5898245920748094
166,23,23.08695652173913,479.95652173913044,5.809656416687405,5.022658496174333,0.5025704876770721
167,64,23.765625,547.078125,10.975895636883495,7.940601518036392,0.6903682038971387
168,52,23.0,577.1538461538462,9.445230921460192,7.292334700538019,0.635543254893545
169,74,23.39189189189189,74.93243243243244,11.432310964565481,8.546474254443435,0.6641809069686264
170,35,23.885714285714286,163.42857142857142,7.79630183367747,5.7828497462397435,0.6706845830781115
171,44,23.40909090909091,212.61363636363637,8.1672590117738,7.074457318431016,0.4997022306755968
172,21,23.0,404.14285714285717,5.617789656021407,4.712658152645074,0.5443145459415236
173,6,23.833333333333332,97.83333333333333,3.126943839882286,2.309401076758503,0.6741998624632421
174,29,24.06896551724138,172.0,6.952518609479452,5.470942577833812,0.6170794951531757
175,56,23.946428571428573,200.64285714285714,9.527759925690422,7.558773452388296,0.6087760247509406
176,14,24.5,384.5,4.780914437337574,3.5456210417116734,0.6708203932499369
177,34,24.5,186.7941176470588,8.170533741583574,5.410181146555443,0.7493645915857353
178,26,24.615384615384617,351.3076923076923,6.64285707947453,5.319632066659656,0.5989253846957135
179,50,25.28,50.28,8.355584955063295,7.6312122273410745,0.4072723428321601
180,118,24.720338983050848,142.01694915254237,17.965601576047145,8.407916715021917,0.8837280176964583
181,21,25.0,432.0,5.0896720822428145,5.0896720822428145,0.0
182,35,25.34285714285714,150.05714285714285,7.354186546092333,6.1024603135069695,0.5580697247356713
183,31,25.516129032258064,156.70967741935485,8.61764600159462,4.885416135266006,0.8237808178847569
184,30,24.766666666666666,499.7,6.900953815760674,5.674421437905404,0.569102986087486
185,60,25.316666666666666,557.6833333333333,10.095548132357667,7.793438630349724,0.6356615702014105
186,55,26.21818181818182,89.03636363636363,9.023503768879198,7.84236321045885,0.49462939554261315
187,125,25.464,442.272,14.446194087402468,11.321792984730733,0.6211123901411071
188,16,26.4375,40.625,5.0420400923290005,4.03303009006218,0.6001591575484752
189,28,26.535714285714285,133.64285714285714,6.3897311902848415,5.551972310845117,0.4950055560644716
190,41,26.24390243902439,461.4878048780488,8.509046418947447,6.12933637323871,0.6936296974380661
191,41,26.341463414634145,508.7317073170732,8.4475152276768,6.196993032682519,0.6795948256376283
192,71,27.154929577464788,20.47887323943662,11.627882986647215,7.986327486098723,0.7268222764341383
193,110,26.845454545454544,255.20909090909092,13.217224377949085,10.918110872866448,0.5635943249850586
194,34,26.941176470588236,486.0882352941176,7.861096723135194,5.543384333293745,0.7090414655482958
195,68,27.014705882352942,538.0,10.926817112584006,7.993455149532505,0.6817934815665155
196,84,27.5,63.833333333333336,11.504895369198612,9.599235336823908,0.5512184853708834
197,17,28.0,168.64705882352942,6.168933340937331,3.5576767985917264,0.8169499443773839
198,46,27.23913043478261,193.1086956521739,8.356173565307571,7.079115188572029,0.5313189456726233
199,64,28.75,206.59375,10.60227664018344,7.742809893379828,0.6831298704682298
200,40,27.325,455.6,8.34200037402644,6.079558352359382,0.684738308578226
201,46,27.5,524.0434782608696,9.184344749222142,6.538195512781221,0.7022962465443682
202,16,27.5,530.5,4.47213595499958,4.47213595499958,0.0
203,58,28.275862068965516,81.3103448275862,9.523855270909989,7.881863167148781,0.5613306056461179
204,37,28.135135135135137,180.7027027027027,7.974002329426315,6.134154445852364,0.6389247903209756
205,57,27.596491228070175,345.03508771929825,9.52232335724669,7.689057346547441,0.5898990186803906
206,65,28.369230769230768,475.89230769230767,10.277832925078808,8.156124286811567,0.6084860221069188
207,15,28.666666666666668,146.6,5.257918562251534,3.7260141279415007,0.7055620707174013
208,49,28.489795918367346,216.89795918367346,9.907595526050141,6.8599593854902094,0.721519640936309
209,29,28.586206896551722,231.55172413793105,6.587153268826375,5.536659292153485,0.5417745765101218
210,22,28.90909090909091,420.09090909090907,5.502816709244202,4.972652484064489,0.4282593998234223
211,63,27.984126984126984,11.65079365079365,10.342468806040415,7.776568135209991,0.6592699119472608
212,44,29.068181818181817,174.5,8.160045020256277,6.998260408020347,0.5142752001931692
