Object,panCK,HistoneH3,SMA,CD7,CD11b,Arg1,CD146,EGFR,CD45,CD31,MMP9,CD20,CD204,p53,CD3,Lamp3,CD11c,PD1,CD73,Bcl2,GATA3,CD155,CD10,NKG2A,FOXP3,CXCL13,CD8a,EOMES,CD137,CD134,CD209,CD56,Tbet,GITR,Ecad,Tim3,CXCL8,CD66b,DNA1,DNA2,Ki67,Podoplanin,IgG,CD15
1,0.21428571428571427,10.678571428571429,1.5,0.0,0.0,0.5714285714285714,0.14285714285714285,0.14285714285714285,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.0,0.0,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.0,0.07142857142857142,0.0,0.0,0.0,0.42857142857142855,0.2857142857142857,0.07142857142857142,0.07142857142857142,0.14285714285714285,0.07142857142857142,0.0,0.21428571428571427,0.0,0.0,0.0,0.14285714285714285,0.07142857142857142,1.8571428571428572,0.2857142857142857,0.0,0.0,8.053571428571429,11.517857142857142,0.0,0.0,1.6071428571428572,0.0
2,0.3333333333333333,13.142857142857142,2.107142857142857,0.047619047619047616,0.23809523809523808,0.5238095238095238,0.19047619047619047,0.14285714285714285,0.09523809523809523,0.09523809523809523,0.14285714285714285,0.0,0.09523809523809523,0.09523809523809523,0.0,0.0,0.14285714285714285,0.19047619047619047,0.0,0.047619047619047616,0.0,0.0,0.38095238095238093,0.0,0.0,0.047619047619047616,0.0,0.0,0.0,0.0,0.0,0.047619047619047616,0.09523809523809523,0.0,0.8571428571428571,0.0,0.0,0.14285714285714285,12.583333333333334,17.166666666666668,0.9523809523809523,2.119047619047619,1.1904761904761905,1.8571428571428572
3,0.125,4.21875,1.875,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,6.125,9.46875,0.25,0.25,0.625,0.0
4,0.41025641025641024,11.288461538461538,1.0256410256410255,0.05128205128205128,0.1282051282051282,0.10256410256410256,0.15384615384615385,0.1282051282051282,0.5256410256410257,0.05128205128205128,0.07692307692307693,0.0,1.6282051282051282,0.1282051282051282,0.02564102564102564,0.0,0.4358974358974359,0.20512820512820512,0.15384615384615385,0.1282051282051282,0.07692307692307693,0.15384615384615385,0.10256410256410256,0.02564102564102564,0.0,0.1282051282051282,0.02564102564102564,0.05128205128205128,0.02564102564102564,0.0,0.02564102564102564,0.05128205128205128,0.07692307692307693,0.0,0.15384615384615385,0.2564102564102564,0.07692307692307693,0.0,16.378205128205128,30.83974358974359,0.9935897435897436,0.8717948717948718,0.8525641025641025,0.15384615384615385
5,0.5833333333333334,26.785087719298247,1.8157894736842106,0.0,0.03508771929824561,0.21052631578947367,0.14035087719298245,0.08771929824561403,0.017543859649122806,0.017543859649122806,0.07017543859649122,0.017543859649122806,0.017543859649122806,0.12280701754385964,0.03508771929824561,0.017543859649122806,0.05263157894736842,0.12280701754385964,0.17543859649122806,0.03508771929824561,0.017543859649122806,0.47368421052631576,0.07017543859649122,0.017543859649122806,0.05263157894736842,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.0,0.03508771929824561,0.08771929824561403,0.07017543859649122,3.5964912280701755,0.24561403508771928,0.03508771929824561,0.0,22.75877192982456,40.25877192982456,3.1140350877192984,0.24561403508771928,0.6491228070175439,1.3596491228070176
6,0.26,6.555,1.43,0.02,0.12,0.08,0.36,0.14,0.0,0.06,0.06,0.02,0.0,0.06,0.04,0.02,0.02,0.1,0.04,0.02,0.0,0.0,0.3,0.0,0.0,0.02,0.0,0.0,0.02,0.0,0.0,0.04,0.04,0.0,0.36,0.04,0.02,0.04,4.765,9.915,0.12,0.28,0.5,0.1
7,0.2413793103448276,5.836206896551724,0.8620689655172413,0.0,0.06896551724137931,0.3793103448275862,1.7758620689655173,0.1724137931034483,0.0,0.41379310344827586,0.06896551724137931,0.0,0.06896551724137931,0.06896551724137931,0.06896551724137931,0.0,0.0,0.20689655172413793,0.034482758620689655,0.5517241379310345,0.0,0.1810344827586207,0.10344827586206896,0.034482758620689655,0.034482758620689655,0.06896551724137931,0.034482758620689655,0.034482758620689655,0.0,0.034482758620689655,0.0,0.10344827586206896,0.034482758620689655,0.06896551724137931,0.3448275862068966,0.10344827586206896,0.0,0.0,20.79310344827586,39.689655172413794,0.20689655172413793,0.27586206896551724,1.25,0.13793103448275862
8,0.16666666666666666,7.506944444444445,1.5833333333333333,0.027777777777777776,0.08333333333333333,0.2222222222222222,1.2013888888888888,0.24305555555555555,0.05555555555555555,0.1388888888888889,0.027777777777777776,0.0,0.25,0.08333333333333333,0.08333333333333333,0.0,0.19444444444444445,0.08333333333333333,0.08333333333333333,0.22916666666666666,0.05555555555555555,0.16666666666666666,0.08333333333333333,0.0,0.05555555555555555,0.027777777777777776,0.0,0.0,0.08333333333333333,0.0,0.0,0.1111111111111111,0.0,0.05555555555555555,0.19444444444444445,0.05555555555555555,0.05555555555555555,0.0,13.45138888888889,28.4375,0.3055555555555556,0.2222222222222222,0.4722222222222222,0.05555555555555555
9,0.3103448275862069,3.4741379310344827,1.4741379310344827,0.034482758620689655,0.0,0.1724137931034483,0.3103448275862069,0.06896551724137931,0.06896551724137931,0.06896551724137931,0.0,0.0,0.0,0.0,0.034482758620689655,0.034482758620689655,0.0,0.06896551724137931,0.06896551724137931,0.0,0.0,0.034482758620689655,0.10344827586206896,0.0,0.0,0.034482758620689655,0.0,0.034482758620689655,0.0,0.034482758620689655,0.0,0.034482758620689655,0.0,0.034482758620689655,0.6206896551724138,0.0,0.034482758620689655,0.0,8.474137931034482,16.99137931034483,0.1724137931034483,0.3793103448275862,0.5862068965517241,0.0
10,0.1111111111111111,11.314814814814815,1.6388888888888888,0.0,0.0,0.18518518518518517,0.18518518518518517,0.0,0.037037037037037035,0.07407407407407407,0.037037037037037035,0.037037037037037035,0.037037037037037035,0.1111111111111111,0.037037037037037035,0.037037037037037035,0.037037037037037035,0.07407407407407407,0.037037037037037035,0.037037037037037035,0.0,0.0,0.037037037037037035,0.0,0.037037037037037035,0.0,0.0,0.0,0.07407407407407407,0.0,0.0,0.037037037037037035,0.037037037037037035,0.037037037037037035,0.14814814814814814,0.07407407407407407,0.0,0.0,11.87037037037037,23.453703703703702,0.14814814814814814,0.2222222222222222,0.4444444444444444,0.14814814814814814
